(392, 740, -6510)
(398, 573, 572)
(402, 866, -6566)
(421, 5654, -4359)
(447, 2831, -2712)
(452, -2037, -6267)
(452, 802, -6595)
(460, 4328, -2988)
(463, 729, 497)
(465, -1540, -1846)
(466, 681, -536)
(470, 4108, -5209)
(475, -803, -4004)
(481, -1499, -4014)
(494, 712, -428)
(496, -435, -7610)
(498, -4210, -1636)
(501, 1830, -3145)
(503, 604, 588)
(505, -1525, -3937)
(519, -4241, -1724)
(519, 2990, -3976)
(520, 2859, -4024)
(526, 2798, -2690)
(528, -1990, -6340)
(528, -1615, -1794)
(544, -1874, -5108)
(546, -2054, -6371)
(550, -4344, -1617)
(557, 5587, -4279)
(560, 2884, -3856)
(567, -292, -7589)
(575, 3949, -5184)
(584, 1825, -3049)
(588, 3970, -5240)
(591, -778, -3888)
(592, -2907, -4040)
(597, 4242, -2943)
(599, -1526, -4068)
(602, -744, -4109)
(610, 645, -3888)
(611, -1796, -5144)
(613, -1782, -5107)
(621, -854, 416)
(626, -1661, -1836)
(628, 4433, -4194)
(631, -3004, -3902)
(635, -3021, -4110)
(635, 688, -2956)
(642, 1794, -3181)
(642, 2921, -2722)
(643, -539, -6381)
(647, -562, -5469)
(652, -2725, -1830)
(652, 4364, -4273)
(655, -318, -7626)
(655, 670, -4041)
(663, -4252, -2747)
(673, -402, -6423)
(678, 1555, -1651)
(682, 3195, -1938)
(683, -345, -6432)
(684, 779, -3052)
(685, -758, 404)
(688, 1549, -1677)
(689, 691, -3984)
(698, -4087, -2661)
(704, 4380, -4098)
(707, -502, -5492)
(707, 3217, -2006)
(709, -4183, -2631)
(717, -2734, -1721)
(734, -774, 473)
(741, 1617, -1682)
(755, 491, -1992)
(759, -703, -1751)
(795, 2052, -4279)
(796, -729, -1771)
(796, 628, -3027)
(803, 5394, -5522)
(805, -2839, -1820)
(807, 5320, -5503)
(814, -582, -5573)
(817, 389, -1871)
(821, 3126, -2002)
(825, -767, -571)
(831, -2907, -3113)
(838, 1829, -4295)
(844, 3080, -5317)
(847, -773, -432)
(848, -661, -1705)
(868, 467, -1974)
(871, 2057, -4292)
(874, -1476, -3078)
(874, 3056, -5369)
(885, -1674, -3057)
(898, -3101, -3106)
(904, 5340, -5411)
(907, -1675, -3075)
(911, -3054, -3182)
(928, 373, -5081)
(930, 491, -5046)
(939, -738, -439)
(945, 569, -5117)
(946, 2952, -5273)
(1149, 2481, -2225)
(1165, -1229, -6021)
(1171, -53, 141)
(1173, -42, -5876)
(1174, 136, -3603)
(1184, 92, -7094)
(1189, -27, -4712)
(1225, 1190, -3525)
(1280, 2349, -2263)
(1298, -1106, -5946)
(1304, 135, 129)
(1323, 10, -3465)
(1324, -29, 4)
(1338, 72, -5983)
(1343, 130, -4797)
(1575, -518, 684)
(1580, -704, -2936)
(1613, 2001, -1836)
(1637, -553, -2859)
(1638, -619, -4302)
(1650, -602, -4182)
(1651, -417, 633)
(1656, 498, -582)
(1665, 3105, -1793)
(1671, 2023, -1917)
(1677, 651, -578)
(1681, 645, -556)
(1683, 3168, -1793)
(1686, 1921, -1969)
(1693, -417, 652)
(1694, 572, -2801)
(1699, -463, -4241)
(1726, 3004, -1803)
(1744, -585, -2933)
(1758, 663, -2742)
(1759, 2920, -2825)
(1769, -459, -672)
(1771, 576, -7526)
(1773, 519, -7623)
(1778, 1727, -3043)
(1791, 734, -6625)
(1794, -1988, -5260)
(1801, 2861, -2995)
(1809, 372, -7555)
(1814, 1715, -3081)
(1827, -2015, -5226)
(1833, -313, -7796)
(1840, 674, -6719)
(1852, -1872, -5227)
(1860, 553, -2696)
(1866, -651, -6523)
(1867, 2835, -2809)
(1868, 718, -3834)
(1870, 884, 971)
(1875, 729, -6694)
(1882, -1695, -6805)
(1883, -608, -6516)
(1888, -1563, -6729)
(1894, -584, -702)
(1916, 1676, -3130)
(1927, 790, -3884)
(1950, 1821, -4119)
(1952, -358, -7862)
(1952, 801, 970)
(1953, -688, -6368)
(1954, 624, -3834)
(1970, -449, -646)
(1979, -1710, -6749)
(2012, 764, -5270)
(2013, 564, -5172)
(2023, 1656, -4156)
(2041, -314, -7828)
(2046, -410, -5147)
(2047, 843, 920)
(2077, 1805, -4121)
(2080, 707, -5158)
(2091, -402, -5275)
(2096, -459, -5121)
(2470, 130, -3607)
(2536, 30, -3450)
(2825, 507, -3928)
(2848, 617, -3851)
(2889, 398, -3869)
(2931, -332, -3131)
(2976, -334, -4077)
(2978, 813, -3066)
(3063, -312, -4210)
(3070, -267, -3043)
(3075, -351, -4192)
(3108, -305, -3060)
(3122, 914, -3033)
(3225, 823, -3090)
